,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
1709,832030,2017-01-22 00:00:00,35.29081,-120.6717,San Luis Obispo,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,55.6445,Category 1,36000,0,0,36000,10,vcp, ,0.46838963,0.46655678700000003,0.441242874,0.0005288119999999999,0.960137844,284.20047,96889.34375
835,832038,2016-12-27 00:00:00,37.436881,-122.139605,Santa Clara,Root Intrusion, ,No,13.3954,Category 3,30,30,25,0, , , ,0.29786539100000003,0.32320609699999997,0.306744576,1.9100000000000003e-25,0.957646847,278.4428711,100787.0859
853,832039,2016-12-27 00:00:00,37.429576000000004,-122.12348300000001,Santa Clara,Root Intrusion,ROOT INTRUSION PLUS PIPE FAILURE,No,13.3325,Category 3,50,50,45,0, , , ,0.314466953,0.341150433,0.323101997,3.73e-25,0.9578909870000001,278.730957,100323.0859
1894,832043,2017-01-22 17:06:00,33.96685,-117.82681000000001,Los Angeles,Other (specify below),Storm water inflow overwhelmed the pump station.,Yes,83.6614,Category 3,984,984,0,0, , , ,0.317281514,0.295932144,0.305250943,1.17e-10,0.958997071,287.32824710000006,98401.0
1090,832046,2017-01-24 00:00:00,37.150626,-121.595505,Santa Clara,Other (specify below),Possible Rain Storm hillside sluffing / landslide damaged private lateral,Yes,,Category 3,160,160,0,0,4,galvanized,30,0.396318495,0.36700201,0.385678202,0.000231862,0.9644569159999999,280.9073792,95897.35156
824,832047,2016-12-12 00:00:00,37.445349,-122.14841299999999,Santa Clara,Root Intrusion, ,No,19.2283,Category 3,15,15,14,0, , , ,0.284008741,0.2962026,0.280528635,0.0,0.9546948670000001,280.5661011,100368.5
836,832048,2016-12-12 00:00:00,37.42883,-122.13913600000001,Santa Clara,Root Intrusion,ROOT INTRUSION AND LOW PIPE FAILURE,No,19.2048,Category 3,18,18,12,0, , , ,0.30927729600000003,0.313170373,0.295909494,0.0,0.954939008,280.1803589,99920.5
1930,832049,2017-01-24 17:15:00,34.15661,-117.28504,San Bernardino,Debris-Rags, ,No,59.5777,Category 3,51,51,51,0,10,vcp, ,0.32801491,0.28623148800000003,0.272622824,0.00029838099999999996,0.9276361470000001,275.5701294,89424.51563
413,832053,2017-01-08 00:00:00,38.684675,-122.365981,Napa,Pipe Structural Problem/Failure, ,Yes,40.0823,Category 1,2500000,0,0,2500000,10,Steel,50,0.381114006,0.36105185700000003,0.348733723,0.000127792,0.959669709,283.18884280000003,97300.57813
1903,832055,2017-01-24 09:00:00,34.12271,-117.73163000000001,Los Angeles,Debris-General, ,No,85.4597,Category 1,2100,0,0,2100,10, , ,0.350937337,0.282021165,0.292566568,0.00022065599999999998,0.950811744,280.4776611,94455.66406
1905,832059,2017-01-25 00:00:00,33.57104,-117.72469,Orange,Pipe Structural Problem/Failure,Wye connection from private lateral to public system failed. Heavy corrosion on Cast Iron fitting created a void in the connection allowing pipe bedding material to enter 8  district owned line creating a blockage.,No,59.4497,Category 1,750,0,0,750,8,Cast Iron,20,0.35381379700000004,0.330021083,0.31167376,5.88e-05,0.958415627,283.0344238,98568.71875
1891,832061,2017-01-22 17:25:00,33.96417,-117.83178000000001,Los Angeles,Other (specify below),Heavy volume of rain overwhelmed the pump station.,Yes,83.9127,Category 3,758,758,0,0, , , ,0.317281514,0.295932144,0.305250943,1.17e-10,0.958997071,287.32824710000006,98401.0
1883,832067,2017-01-22 16:27:00,33.91794,-117.97807,Los Angeles,Other (specify below),Heavy volume of rain overwhelmed the pump station.,Yes,75.2977,Category 1,4865,0,0,4865, , , ,0.300679952,0.27481398,0.28694039600000004,1.3e-10,0.9543583990000001,287.6915283,98929.0
1834,832072,2017-01-22 15:55:00,33.836837,-118.281725,Los Angeles,Other (specify below),(See Attachment 2),Yes,67.8645,Category 1,67500,0,0,67500,36,RCP (PVC Lined),86,0.271871358,0.24075637800000002,0.254103482,3.23e-10,0.9555791020000001,289.8087158,100529.0
1827,832073,2017-01-22 14:43:00,33.925903999999996,-118.31772099999999,Los Angeles,Other (specify below),(See Attachment 2),Yes,60.1727,Category 1,25050,0,0,25050,10,VCP,31,0.333329022,0.29462838199999997,0.306732178,4.83e-09,0.954593658,283.3728943,99947.5625
1817,832077,2017-01-20 15:21:00,33.79103,-118.36398,Los Angeles,Root Intrusion, ,No,37.739000000000004,Category 3,600,600,0,0, , , ,0.295062244,0.294062942,0.282128781,0.000462055,0.956142962,284.6323853,101351.8281
1851,832078,2017-01-22 22:00:00,33.858006,-118.20456899999999,Los Angeles,Other (specify below),(See Attachment 2),Yes,91.3779,Category 1,10500,0,0,10500,78,"RCP-CTL, FR Poly Line",66,0.254819244,0.23897732800000002,0.253355443,1.28e-08,0.955605686,281.95401,100970.0703
1863,832080,2017-01-22 16:01:00,33.778969000000004,-118.148655,Los Angeles,Other (specify below),(See Attachment 2),Yes,75.1456,Category 1,10476,0,0,10476,24,VCP,50,0.24947147100000003,0.23404251,0.24726754399999998,1.9099999999999999e-10,0.9563115240000001,290.31262210000006,101049.0
1886,832082,2017-01-22 17:50:00,34.02342,-117.9185,Los Angeles,Other (specify below),Heavy Rain Water (Inflow),Yes,,Category 1,5000,0,0,5000, , , ,0.337545186,0.342196792,0.32258492699999997,2.8700000000000002e-08,0.952649415,287.1544189,98057.0
1896,832083,2017-01-22 19:00:00,33.65833,-117.80747,Orange,Other (specify below),"The Sand Canyon Reservoir began overflowing at approximately 5:45 PM on 01/22/17 following 3 days of heavy rainfall.  The overflow from the dam spillway entered the Sand Canyon Wash, surcharging the wash.  The high flows from this surcharge displaced a cap on a 6 inch cleanout located on the bank of the wash adjacent to a 15 inch sewer line.  The displacement of the cap then allowed stormwater to enter the 15 inch line and as a result, the line became surcharged downstream for a period of time during the stormwater inflow.",Yes,91.7228,Category 1,11510,2510,0,9000, , , ,0.271396607,0.267088383,0.276301026,1.31e-11,0.959747195,283.6903992,99660.71875
1938,832084,2017-01-23 09:19:00,33.900009999999995,-117.2528,Riverside,Flow Exceeded Capacity (Separate CS Only),A combination of debris in the collection system and excessive flows due to heavy rains was the cause of this SSO event.,Yes,79.5043,Category 1,2450,0,0,2450,6,VCP,80,0.21667993100000002,0.206125692,0.203319043,1.59e-05,0.94415772,278.0,94742.5625
1859,832090,2017-01-22 23:00:00,33.919636,-118.16200500000001,Los Angeles,Other (specify below),(See Attachment 2),Yes,91.626,Category 1,13500,0,0,13500,66,RGRCP-PTL,18,0.264340729,0.25448027300000003,0.270323217,6.81e-08,0.954384983,281.4239807,100370.0703
1823,832092,2017-01-22 16:00:00,33.916451,-118.32365700000001,Los Angeles,Other (specify below),(See Attachment 2),Yes,77.7902,Category 1,27857,0,0,27857,26,RGRCP,16,0.32338503,0.29373487800000003,0.306349576,7.910000000000001e-10,0.95460254,290.9571533,100129.0
1965,832093,2017-01-23 00:00:00,32.583152,-117.116179,San Diego,Pump Station Failure-Mechanical, ,No,46.8494,Category 1,3300,0,0,3300, , , ,0.27957353,0.30205550800000003,0.287053078,3.6700000000000004e-07,0.9512200359999999,281.95147710000003,100506.0781
1727,832105,2017-01-19 10:00:00,38.13691,-120.45656000000001,Calaveras,Grease Deposition (FOG),Also lots of paper and rags.,Yes,,Category 1,1500,1000,0,500,6,clay,30,0.37736821200000004,0.379216492,0.39132934799999997,1.96e-20,0.962384224,282.7586975,93914.42188
1168,832117,2017-01-24 06:15:00,38.393831,-121.43683100000001,Sacramento,Pipe Structural Problem/Failure, ,No,21.6485,Category 1,1463,390,1373,1073, , , ,0.39268568200000004,0.379784316,0.38996949799999997,8.15e-07,0.959347785,279.7155762,100322.4922
1811,832122,2017-01-23 07:00:00,33.7892,-118.38858,Los Angeles,Other (specify below),Excavation around a construction site and a heavy rain fall.,Yes,78.5906,Category 2,3000,3000,2700,0, , , ,0.302400351,0.315290719,0.301230043,5.88e-05,0.95635587,283.6775513,101498.9297
573,832123,2017-01-12 09:00:00,38.310359999999996,-122.31161000000002,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,75.3872,Category 3,1,1,1,0,8,ACP,52,0.39411085799999995,0.405038148,0.38660398100000004,5.21e-05,0.961488962,283.2302551,99268.82813
631,832124,2017-01-12 09:00:00,38.30461,-122.29026999999999,Napa,Root Intrusion, ,No,76.2199,Category 3,22,22,1,0,4,Clay,48,0.415229023,0.42554596100000003,0.40515866899999997,4.61e-05,0.960268259,283.3181458,99444.82813
570,832126,2017-01-19 15:00:00,38.29408,-122.31268,Napa,Root Intrusion, ,No,32.0906,Category 3,10,10,0,0,4,ACP,53,0.363582134,0.380618036,0.382225931,8.41e-08,0.9629168509999999,276.7518005,100197.7891
513,832127,2017-01-21 10:23:00,38.31816,-122.32507,Napa,Root Intrusion, ,No,59.4132,Category 3,2,2,1,0,4,ACP, ,0.391198635,0.40317270200000005,0.396820396,3.6200000000000006e-05,0.963240743,280.8736877,99594.03125
634,832128,2017-01-22 12:00:00,38.30189,-122.28838999999999,Napa,Debris-General, ,No,78.008,Category 3,1,1,0,0,4,Clay, ,0.40937882700000006,0.42988228799999995,0.425750732,1.85e-06,0.96289444,281.5327454,99307.5625
589,832129,2017-01-24 10:00:00,38.30424,-122.30556999999999,Napa,Debris-General, ,No,41.8254,Category 3,12,12,10,0,4,ACP,46,0.399399251,0.42081511,0.41536930200000005,1.14e-07,0.964239478,277.5772705,99087.66406
443,832135,2017-01-21 10:30:00,37.529167,-122.354444,San Mateo,Other (specify below),Mudslide due to storm.,Yes,45.7334,Category 1,20147,0,0,20147, , , ,0.384484768,0.389989108,0.367401451,9.609999999999999e-05,0.963729024,282.3055725,100266.0313
1818,832136,2017-01-24 12:00:00,33.778,-118.36334,Los Angeles,Other (specify below),Broken mainline,Yes,65.7978,Category 2,18360,18360,0,0, , , ,0.349851578,0.347993225,0.327956647,5.88e-05,0.956435859,284.29788210000004,100936.3438
1511,832142,2017-01-25 07:45:00,38.73166,-121.26935,Placer,Root Intrusion, ,No,18.5939,Category 3,17,17,15,0, , , ,0.291497171,0.25492727800000003,0.31059888,5.67e-06,0.961616158,277.2590027,100112.5234
1666,832160,2017-01-26 08:40:00,38.69863,-120.85786999999999,El Dorado,Pipe Structural Problem/Failure, ,No,19.1301,Category 1,574,0,0,574,8,ACP, ,0.40010911200000004,0.40600425,0.420677245,1.54e-08,0.970547497,274.2101135,96616.54688
1915,832169,2017-01-24 00:00:00,34.239581,-117.484743,San Bernardino,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),County Roads Department removing rock and debris with loader from road due the hillside slide onto the road due to heavy rain storms,Yes,90.1861,Category 2,8000,8000,2500,0,8,PVC,30,0.392534316,0.344785213,0.35430613200000005,0.000999928,0.934183478,279.2842102,89049.35156
1059,832173,2017-01-24 00:00:00,38.55107,-121.76613,Yolo,CS Mainentance Caused Spill/Damage, ,No,34.2576,Category 3,40,40,40,0, , , ,0.400957167,0.392148495,0.378231913,0.000326991,0.964212775,281.3731995,99665.35156
1063,832174,2017-01-26 00:00:00,38.55403,-121.76236000000002,Yolo,Debris-General, ,No,13.9133,Category 3,25,25,25,0, , , ,0.359174252,0.385640711,0.378415495,0.0,0.9654027820000001,280.15679930000005,102443.9531
1068,832175,2017-01-26 00:00:00,38.54991,-121.7447,Yolo,Debris-General, ,No,13.5516,Category 3,5,5,5,0, , , ,0.359174252,0.385640711,0.378415495,0.0,0.9654027820000001,280.15679930000005,102443.9531
99,832192,2017-01-22 10:00:00,39.014878,-122.654817,Lake,Operator Error,Sewer pump truck driver failed to park close enough to oxidation ditch before unloading,Yes,,Category 3,2,2,0,0, , , ,0.33493641,0.341088355,0.338131905,1.92e-05,0.9628855590000001,278.0523682,93977.08594
1643,832210,2017-01-25 13:00:00,39.21992,-121.05885,Nevada,Pipe Structural Problem/Failure, ,No,24.1656,Category 1,117,7,7,110,6,hdpe,4,0.397173196,0.40786594200000004,0.41166144600000004,3.27e-08,0.967737436,272.1625977,93901.02344
1522,832245,2016-12-09 15:30:00,38.69156667,-121.2605389,Sacramento,Root intrusion, ,No,10.179,Category 3,5,5,0,0, , , ,0.209955975,0.177446142,0.19785709699999998,1.12e-05,0.9416257140000001,284.4574585,101032.0469
1400,832248,2016-12-11 12:30:00,38.59244444,-121.3367972,Sacramento,Root intrusion, ,No,24.6569,Category 3,98,4,97,0, , , ,0.230902597,0.20428076399999998,0.213181332,0.0,0.937487483,279.3807373,101412.9141
1205,832250,2016-12-11 15:00:00,38.49131111,-121.41140279999999,Sacramento,Debris-Rags, ,No,21.8668,Category 3,30,12,30,0, , , ,0.24920737699999998,0.24507916,0.249331325,0.0,0.93257302,280.00646969999997,101911.7109
1312,832255,2016-12-12 09:30:00,38.70175278,-121.36813059999999,Sacramento,Debris-General, ,No,19.0853,Category 3,2,2,1,0, , , ,0.208163023,0.196605787,0.20726856600000002,0.0,0.94019562,279.10687260000003,101256.0
1250,832256,2016-12-12 16:25:00,38.59740278,-121.38580559999998,Sacramento,Root intrusion, ,No,16.4275,Category 3,4,4,3,0, , , ,0.23214460899999997,0.24144879,0.249494642,0.0,0.9357378479999999,279.20007319999996,101675.8828
1577,832259,2016-12-14 10:00:00,38.69734444,-121.22774720000001,Sacramento,Root intrusion, ,No,11.4934,Category 3,1,1,1,0, , , ,0.18912372,0.18689453600000003,0.21054115899999998,2.0199999999999998e-07,0.945550025,283.7250977,100473.375
1320,832269,2016-12-15 17:30:00,38.57958333,-121.36704440000001,Sacramento,Root intrusion, ,Yes,18.6738,Category 3,33,33,33,0, , , ,0.228625655,0.255642831,0.253846556,4.88e-06,0.940108478,284.947052,100609.1172
1569,832270,2016-12-15 17:00:00,38.66006389,-121.23010559999999,Sacramento,Root intrusion, ,No,19.6703,Category 3,4,4,4,0, , , ,0.236132979,0.255764902,0.26843395800000003,7.85e-06,0.9449912909999999,285.4177551,100057.1172
1582,832272,2016-12-16 20:40:00,38.68152222,-121.223975,Sacramento,Root intrusion, ,No,40.2567,Category 3,3,3,1,0, , , ,0.250201911,0.215292633,0.228931025,1.6e-07,0.947290838,283.12677,99891.66406
1193,832273,2016-12-17 07:00:00,38.43170278,-121.4199861,Sacramento,Debris-General, ,No,32.0108,Category 3,4,4,2,0, , , ,0.258854419,0.262013018,0.264970511,1.95e-11,0.9382863640000001,275.2017212,101685.8594
1530,832274,2016-12-15 17:00:00,38.67617222,-121.25523329999999,Sacramento,Root intrusion, ,No,19.6448,Category 3,230,230,50,0, , , ,0.236132979,0.255764902,0.26843395800000003,7.85e-06,0.9449912909999999,285.4177551,100057.1172
1124,832275,2016-12-17 10:00:00,38.61646667,-121.4853861,Sacramento,Root intrusion, ,No,30.7959,Category 3,5,5,1,0, , , ,0.31576451699999997,0.32183915399999996,0.323225945,3.09e-10,0.939022839,273.78094480000004,101858.8594
1118,832276,2016-12-17 09:00:00,38.674375,-121.4958472,Sacramento,Root intrusion, ,No,30.5747,Category 3,4,4,1,0, , , ,0.31576451699999997,0.32183915399999996,0.323225945,3.09e-10,0.939022839,273.78094480000004,101858.8594
1372,832279,2016-12-17 22:00:00,38.55376389,-121.3503889,Sacramento,Debris-General, ,No,33.9021,Category 3,2,2,2,0, , , ,0.261693418,0.276737988,0.270430773,0.0,0.9417246579999999,281.95889280000006,102000.9766
1447,832280,2016-12-19 00:20:00,38.68792222,-121.31268329999999,Sacramento,Root intrusion, ,No,35.7424,Category 3,10,9,8,0, , , ,0.199443266,0.20658046,0.22304737600000002,0.0,0.944935083,277.4956055,101906.9297
1133,832281,2016-12-16 12:00:00,38.62139167,-121.4750389,Sacramento,Root intrusion, ,No,30.9962,Category 3,7,7,7,0, , , ,0.34509131299999996,0.330931246,0.323591501,5.59e-07,0.93856132,278.4915466,100447.4219
1461,832282,2016-12-19 08:15:00,38.69606944,-121.30490559999998,Sacramento,Root intrusion, ,No,36.0183,Category 3,1,1,0,0, , , ,0.199096978,0.206030637,0.223072708,0.0,0.944943249,273.65429689999996,102120.625
1486,832283,2016-12-19 12:00:00,38.68255556,-121.2861028,Sacramento,Root intrusion, ,No,35.6793,Category 3,4,4,2,0, , , ,0.19862397,0.205619395,0.22306662800000002,1.95e-29,0.945195496,272.20358280000005,102091.1641
1134,832284,2016-12-19 12:15:00,38.49755278,-121.47484170000001,Sacramento,Root intrusion, ,No,29.8636,Category 3,5,5,3,0, , , ,0.293167412,0.31035572300000003,0.31779319,1.4099999999999998e-29,0.93884784,272.18795780000005,102795.1641
1343,832286,2016-12-19 17:00:00,38.61033056,-121.36079720000001,Sacramento,Root intrusion, ,No,14.886,Category 3,1,1,0,0, , , ,0.202957064,0.208744898,0.22729302899999998,4.54e-27,0.943734765,274.2326965,102345.1484
224,832361,2017-01-30 07:50:00,37.517739,-122.512845,San Mateo,Pipe Structural Problem/Failure, ,Yes,0.0,Category 3,30,0,30,0, , , ,0.445364386,0.470038354,0.44781187200000006,1.1e-32,0.96684891,278.4255981,101813.5078
1022,832381,2017-01-25 00:00:00,36.607089,-121.84533300000001,Monterey,Root Intrusion, ,No,33.0537,Category 3,100,100,0,0,6, , ,0.41094270299999996,0.433292568,0.413480401,2.22e-06,0.964519143,282.3781738,99752.71875
1809,832385,2017-01-25 15:58:00,33.845440999999994,-118.397466,Los Angeles,Root Intrusion, ,No,54.8285,Category 3,10,10,10,0,8, , ,0.200393245,0.135726616,0.189515889,2.89e-07,0.9555392859999999,282.0769043,101248.1172
1807,832389,2017-01-26 08:09:00,33.76011,-118.40778,Los Angeles,Other (specify below),Roots and Grease,No,54.7187,Category 1,2500,1500,1500,1000, , , ,0.314049542,0.342893898,0.326927245,0.0,0.956631482,278.42031860000003,102312.5469
1866,832390,2017-01-26 12:19:00,34.188643,-118.147411,Los Angeles,Other (specify below),Rags,No,44.976000000000006,Category 1,300,50,50,250, , , ,0.34002971600000004,0.38997677,0.33691707299999996,0.0,0.948836803,272.8041992,94610.14844
1699,832404,2017-01-26 00:00:00,35.19303,-120.72171999999999,San Luis Obispo,Root Intrusion, ,No,31.2411,Category 3,75,75,0,0,6,AC,45,0.42826604799999995,0.46242293700000003,0.440427214,1.65e-22,0.9600316879999999,281.0977173,101211.9531
1910,832431,2017-01-12 17:05:00,33.46933,-117.62451999999999,Orange,Debris from Lateral,Baseballs from adjacent park above area of SSO plugged line and allowed debris build-up. Vandalism.,No,16.4544,Category 3,105,105,105,0,8,Clay,30,0.24565252699999998,0.251985371,0.246053949,5.24e-05,0.958309948,284.69439700000004,98943.17969
726,832437,2017-01-31 00:00:00,37.84405,-122.22733000000001,Alameda,Debris from Construction,24  VCP sanitary main sewer plugged and overflowed due to root intrusion and  sewer plugs left in the main sewer from an unknown source.,Yes,0.0,Category 1,4500,0,0,4500,24,VCP, ,0.346464455,0.334910899,0.36295530200000004,0.0,0.966376305,282.0830383,101104.9219
